,Time [s],Net Acceleration [m/s^2],Thrust Force [N]
1008,0.7106666666666667,17.563776200731176,66.28895935476581
1009,0.7113333333333333,18.30897498466707,-72.07568636687375
1010,0.712,19.269152642222643,-70.11402304215616
1011,0.7126666666666667,19.627385117408785,-68.30615529360955
1012,0.7133333333333333,24.300646805227036,-67.11928950756835
1013,0.714,21.83009778383992,-66.41411319459439
1014,0.7146666666666667,24.919622137933413,-66.36742560048097
1015,0.7153333333333333,25.449745445691377,-66.45981225524764
1016,0.716,28.473494281678313,-62.058712004730324
1017,0.7166666666666667,27.03900210160485,-61.01855211509909
1018,0.7173333333333333,-752.6449773550663,-60.8480149664343
1019,0.718,26.271660850388265,-60.56334338745327
1020,0.7186666666666667,24.331772905567554,-60.81937735802218
1021,0.7193333333333333,20.591491503131003,-61.30752505132751
1022,0.72,18.06237672185921,-62.212661268593884
1023,0.7206666666666667,14.705891081024584,-64.08224516322875
1024,0.7213333333333333,14.046623880142084,-65.19723728977267
1025,0.722,39.68397587120648,-67.37454928065459
1026,0.7226666666666667,19.701530143224826,-69.88027259034219
1027,0.7233333333333333,18.423229306216122,-73.0077967783676
1028,0.724,19.145284972847996,-76.18773456319869
1029,0.7246666666666667,16.886564037062012,61.00885711462902
1030,0.7253333333333333,16.557221012748467,57.783077653568455
1031,0.726,14.598850577040098,54.914805615357686
1032,0.7266666666666667,13.91406961281108,52.42104166850026
1033,0.7273333333333333,15.635697080818161,50.64438251161872
1034,0.728,12.823444410811728,49.100814307863914
1035,0.7286666666666667,11.529060391871392,47.844513565314564
1036,0.7293333333333333,11.098359903759322,41.93135314554918
1037,0.73,9.372681074765561,39.53118872637724
1038,0.7306666666666667,9.55830974397639,37.32407938288588
1039,0.7313333333333333,8.35066384449617,35.001784637812364
1040,0.732,8.396928248841125,33.26820260219601
1041,0.7326666666666667,6.737247353923066,31.160747766098645
1042,0.7333333333333333,8.192048072517398,29.268390625838407
1043,0.734,6.13051217127559,27.694297383925164
1044,0.7346666666666667,7.067175310423496,25.91038078891461
1045,0.7353333333333333,6.833084650287636,24.530023413130547
1046,0.736,6.367283370047391,23.43144741274946
1047,0.7366666666666667,6.1615107312640705,22.16625818139913
1048,0.7373333333333333,6.243647500217402,21.30929785882532
1049,0.738,7.255552728082315,20.574138512268874
1050,0.7386666666666667,4.849138589985306,19.868695652392493
1051,0.7393333333333333,4.085755353372111,19.32667298898341
1052,0.74,5.1691071577375025,19.000510824064406
1053,0.7406666666666667,5.725049330759519,18.675167423951034
1054,0.7413333333333333,5.1547923231225,18.418285502107064
1055,0.742,5.425860389754247,18.438361967653133
1056,0.7426666666666667,4.069530840701931,19.146143897103105
1057,0.7433333333333333,4.611790393799973,19.546850446254762
1058,0.744,5.474091151996102,19.99701149943496
1059,0.7446666666666666,4.431536845182951,20.40024369469034
1060,0.7453333333333333,5.385691229901778,20.857969740937197
1061,0.746,4.925235326595252,22.199218390823134
1062,0.7466666666666666,6.384584738554231,23.472512237989015
1063,0.7473333333333333,4.703390383253526,24.60662307423363
1064,0.748,7.1787112301238825,25.946077234790778
1065,0.7486666666666666,10.765206480565244,27.533396191657136
1066,0.7493333333333333,8.593430865334375,29.37649451829494
1067,0.75,8.662405471154083,31.448171911961268
1068,0.7506666666666666,8.48382636274727,33.8986697157805
1069,0.7513333333333333,9.798475207231528,36.44493836575503
1070,0.752,12.300519978240507,39.11163190623068
1071,0.7526666666666666,11.159610059849246,42.78646678903139
1072,0.7533333333333333,11.469722914652014,46.956438441494136
1073,0.754,13.166461333854775,51.10498227165113
1074,0.7546666666666666,13.97323097238007,56.20094198560539
1075,0.7553333333333333,15.665295537742018,61.29878421594309
1076,0.756,15.578849694403758,66.31070814436228
1077,0.7566666666666666,18.225667081684602,73.19473934242954
1078,0.7573333333333333,19.620028096299066,80.64842659841753
1079,0.758,19.246500958936522,89.06719500019568
1080,0.7586666666666666,25.80144057879462,-25.875126555719536
1081,0.7593333333333333,28.09174450694382,-17.87001944067126
1082,0.76,29.43205046164867,-8.742762879304006
1083,0.7606666666666666,33.014277682999385,-123.12659623307536
1084,0.7613333333333333,35.500056954222174,-117.36429568714445
1085,0.762,38.6092283051164,-111.55192970645494
1086,0.7626666666666666,46.83804863237472,-106.84182552553462
1087,0.7633333333333333,50.07177911553177,-103.33488847173828
1088,0.764,55.25476192818144,-100.35563806910565
1089,0.7646666666666666,-628.7699778811863,-98.17610965286451
1090,0.7653333333333333,56.77333728406425,-96.5213953825694
1091,0.766,61.86659095633398,-96.4634997868111
1092,0.7666666666666666,-623.9960179396332,-97.32119241776043
1093,0.7673333333333333,45.179242144582204,-98.79055498924119
1094,0.768,46.26415308732165,-100.95253286100706
1095,0.7686666666666666,41.83254098729947,-103.45873988901474
1096,0.7693333333333333,35.06183332660546,-107.0645932872002
1097,0.77,34.77705820742139,-112.32981111989677
1098,0.7706666666666666,31.72851929763867,-118.23821392232028
1099,0.7713333333333333,28.439358016131553,-125.31209013673453
1100,0.772,26.123082777451884,-9.004371430287007
1101,0.7726666666666666,23.326785446114116,-16.224832188616332
1102,0.7733333333333333,21.26892506453341,-24.5045576953792
1103,0.774,21.003289506522314,90.67686692171503
1104,0.7746666666666666,21.57668457640187,85.50974304680038
